time,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15
0.00201416,384,352,4481,896,6625,352,352,65535,5073,352,17572,368,23077,5041,352,65535
0.03302,400,352,4705,880,6705,352,352,65535,5201,352,17540,384,22885,5201,352,65487
0.0630188,352,336,4529,912,6753,352,352,65535,5313,352,17556,384,22693,5121,352,65535
0.0930176,384,368,3568,880,6833,352,352,65535,6209,352,17556,352,23189,4865,384,65535
0.123016,384,352,3232,816,6673,352,352,65535,16868,368,17492,368,23557,4929,384,65535
0.153015,384,352,3856,896,7041,352,352,65535,15107,352,17588,384,22149,384,384,65535
0.184998,384,352,3920,832,7617,352,352,65535,6529,352,18276,352,21045,384,384,65535
0.214996,384,352,3984,928,7697,352,352,65535,6113,352,2336,352,22085,368,368,65535
0.246002,384,352,4032,912,7857,352,352,65535,6257,352,14659,368,22837,368,352,65535
0.28302,400,352,4193,832,7937,352,352,65535,6049,352,15907,368,22261,352,352,65535
0.313019,384,352,4000,848,7889,352,352,65535,5329,352,16323,368,22949,11154,352,65535
0.343018,384,352,3648,784,6289,352,336,65535,8930,2384,20068,352,22773,352,352,368
0.374023,352,352,3536,816,7329,352,336,65535,6289,3088,9682,352,23237,352,384,384
0.404022,400,336,2736,784,7937,352,352,65535,6721,3264,4673,352,22853,352,368,352
0.434021,352,336,2960,800,8001,352,352,65535,7425,3184,8802,368,23301,368,368,61839
0.46402,336,352,2496,832,7825,352,336,65535,8466,3072,18612,352,22597,5905,368,65535
0.494019,11234,352,3104,864,6961,352,352,65535,10514,2992,21461,352,22549,8514,368,720
0.524017,11154,352,3504,896,7265,352,352,65535,11234,2368,21221,368,22949,8177,384,65535
0.555023,10530,352,3168,848,6417,336,352,65535,22021,368,23525,368,23157,8546,448,65535
0.584015,13219,352,3040,656,5681,352,352,65535,23973,368,24886,384,24565,7601,544,65535
0.615021,12723,368,6305,656,5585,1424,352,65535,27222,352,26774,368,22037,10018,368,65535
0.64502,14851,352,4401,1216,6177,816,352,65535,22709,368,28294,2592,21941,12547,384,65519
0.675018,13827,352,4705,464,7121,848,6785,65535,24005,352,28807,8194,21397,18020,368,65535
0.705017,12771,352,4833,1488,6081,12707,12643,65535,23733,368,28614,9906,22629,16532,384,65535
0.736023,17156,352,5457,640,10898,8546,9474,65535,24069,352,30759,9170,24069,21829,384,65535
0.766022,17204,368,4785,576,11074,8834,8882,65535,18196,3504,28598,9154,23573,17300,2336,65535
0.796997,12659,352,4097,896,8962,8065,352,65535,13107,2096,25366,5553,20260,10834,3376,65535
0.827026,2448,352,5649,3328,9106,336,352,65535,9154,1296,21029,352,22709,10210,3296,65535
0.857025,384,352,5393,1456,6833,336,352,65535,7249,336,20164,352,22741,13667,1088,65535
0.888,384,352,6993,544,6353,352,352,65535,5969,352,16596,352,21637,368,2240,65535
0.917999,384,352,6753,832,7329,352,352,65535,5953,336,15747,352,23029,352,2880,65535
0.949005,384,352,7681,816,6833,352,352,65535,4913,352,16003,384,23237,352,2000,65535
0.977997,400,352,7697,1600,7361,352,352,65535,5201,352,15843,384,23365,352,2560,65535
1.00803,384,352,7425,1696,7057,352,352,65535,6065,352,15939,352,23253,368,2048,65535
1.03802,368,352,7473,1760,8177,352,352,65535,6433,336,15651,352,23477,368,1488,65535
1.069,384,352,7217,1936,8450,352,560,65535,6017,352,17300,368,23461,368,1728,65535
1.099,384,352,7361,2304,8914,352,720,65535,6241,352,17220,352,23461,368,1824,65535
1.12802,384,368,7233,2112,8578,352,1328,65535,6289,352,15651,352,23397,400,928,352
1.159,384,336,7313,2400,7569,352,864,65535,6305,352,16275,352,23557,528,2704,65535
1.18802,384,3600,7217,2864,6913,352,1232,65535,7057,336,17124,352,23621,544,2528,65535
1.21802,384,4385,7329,3376,6817,352,832,65535,6577,352,17204,352,23781,608,3216,65535
1.25,384,4593,7233,3888,7089,352,1200,65535,6273,352,17076,352,23989,720,3072,65535
1.27902,384,4625,7313,3792,7377,352,960,65535,6449,352,17300,352,23909,560,2768,352
1.30902,384,4753,7585,3600,7297,352,384,65535,7089,352,17332,352,24197,432,8514,65535
1.33902,384,912,11138,4241,8129,352,368,65535,4032,1728,17572,368,24021,352,15891,65535
1.36902,384,1936,13299,3216,6177,352,352,65535,10514,3632,15779,352,27990,384,20565,65535
1.39902,800,20917,15635,5825,12755,352,352,65535,21141,352,14851,352,29223,384,22437,65535
1.43002,3392,22581,14163,9954,15411,352,352,65535,26630,12162,14723,368,29847,384,23173,65535
1.46002,16692,23013,22533,11666,10338,352,3792,65535,28630,14483,14563,368,31575,352,23509,65535
1.49002,15619,23349,16163,11042,13699,352,8962,65535,31687,13219,17668,384,31559,5329,25062,65535
1.52002,18948,23509,16051,10978,15123,368,11026,65535,31975,13139,15699,384,32776,384,25030,65535
1.55002,18644,23701,17668,12419,13731,384,12707,65535,28887,12339,19092,384,31927,1344,24181,65535
1.58102,17556,23861,17604,12803,13379,352,12226,65535,32503,12691,19028,384,32984,5281,23893,65535
1.612,18644,23685,17748,14755,9442,432,22469,65535,33896,13955,20372,384,33224,13219,24421,65535
1.642,17940,27478,21765,13875,11986,1344,12835,65535,33848,13315,20933,384,31335,16003,27078,65535
1.67102,19700,27782,20949,14883,14339,800,13523,65535,34744,13971,20869,384,30871,8354,27478,65535
1.70203,18484,27734,20100,14243,13475,384,13203,65535,34056,14627,21029,384,32359,17252,26966,65535
1.73203,21125,27206,17684,14691,15587,1472,13603,65535,35624,14387,21765,384,32599,384,28358,65535
1.763,21557,25462,16131,14499,14707,1408,13235,65535,35528,15955,22069,368,33416,384,26534,65535
1.793,20789,25766,13635,11346,12979,1488,12387,65535,34536,16291,22661,384,32359,2768,24565,65535
1.82401,18836,25078,18228,8338,12595,352,12323,65535,33816,14387,20981,384,33528,5393,26326,65535
1.854,18052,25334,16548,3664,14051,352,7121,65535,32663,8786,17988,352,33224,384,25814,65535
1.884,16388,17284,15251,2688,13699,368,352,65535,24213,368,14691,384,32599,384,24453,65535
1.91501,10130,2624,14275,1408,1840,352,336,65535,17300,352,15091,352,31623,384,10450,65535
1.94501,384,944,8386,1424,352,352,352,65535,18292,352,15331,368,26358,352,3168,65535
1.97501,432,352,4129,1600,352,352,352,65535,9554,352,16388,352,25606,352,960,65535
2.004,384,352,7313,2432,1312,352,352,65535,928,352,15683,352,18564,352,1568,65535
2.035,384,352,5377,2192,3168,352,352,65535,896,352,14675,352,17236,352,1584,65535
2.06403,992,352,2000,1472,2336,352,352,65535,928,1856,16291,352,17668,352,1424,65535
2.095,1504,352,4097,2288,3616,336,352,65535,368,352,16163,368,17060,352,1376,65535
2.13202,864,352,4929,2224,3328,352,352,65535,3840,352,15955,352,18020,352,1536,65535
2.16202,384,352,5441,2128,3456,352,336,65535,3856,352,16339,352,17844,352,1584,65535
2.19202,1312,352,4161,2448,3536,352,336,65535,2128,352,16868,352,17332,352,1568,65535
2.22202,1568,352,3904,1616,4481,352,352,65535,3600,352,16788,352,19204,352,1824,65535
2.25101,2560,352,4048,1712,4257,336,352,65535,5409,352,16628,352,17044,352,1536,65535
2.28302,1552,352,5009,1216,3952,352,352,65535,4897,352,17732,352,17348,352,1264,65535
2.31302,1792,352,2512,1248,4016,336,352,65535,5169,352,16900,352,19076,368,2672,65535
2.34302,2224,352,2992,1600,4305,352,352,65535,3856,336,16948,352,20052,352,1776,65535
2.37302,1536,352,2640,2080,4097,352,352,65535,4769,352,16900,352,19476,352,1328,65535
2.40302,1584,352,2480,2768,4016,336,352,65535,6465,3216,17316,352,21029,368,5217,65535
2.43201,5697,5825,11410,2880,11618,352,384,65535,15587,640,20388,384,28438,352,9810,384
2.46301,14739,4048,14035,4497,13923,352,5329,65535,21893,8274,17748,352,26374,3200,12819,65535
2.49402,17124,8177,12146,2976,12307,352,11314,65535,25126,12611,15907,368,26422,3408,20901,65535
2.52402,15411,23077,13843,7425,14339,576,10738,65535,29799,15203,19716,384,28454,3264,23061,65535
2.55301,16580,26134,17060,11954,12931,688,13619,65535,33368,16916,22341,352,30359,3120,26838,65535
2.58301,19012,26566,14659,12899,11666,544,21509,65535,33064,20180,24582,384,31447,3072,25158,65535
2.61502,20629,25670,13267,16772,15123,576,21525,65535,33432,18900,22613,352,32776,2576,28679,65535
2.64502,19604,26230,17364,17972,15395,2464,16115,65535,33032,23669,24501,352,31511,384,29575,65535
2.67502,21301,26550,16788,18468,14483,384,11810,65535,33688,23589,21605,368,31895,18468,29591,65535
2.70602,20533,28727,18820,13539,16099,6977,21733,65535,32455,23781,23077,368,32391,11394,29863,65535
2.73502,18884,26774,18756,22709,14099,11314,21205,65535,32567,23765,22901,384,31239,8177,30119,65535
2.77301,20629,26854,16580,17220,15411,2224,17604,65535,32856,24101,26086,384,31655,12771,30311,65535
2.80301,22005,26358,17892,18900,15155,400,21461,65535,33480,24726,28422,368,32519,6753,29655,65535
2.83301,22309,27734,19348,20709,13907,3616,14131,65535,32231,24549,29239,384,32295,10290,28118,65535
2.86401,17684,26774,16259,18212,16484,688,15459,65535,32327,24565,27062,368,32872,14339,26534,384
2.89401,18740,22805,18324,16452,16452,3152,12371,65535,33512,24710,27286,352,33672,17220,28422,65535
2.92401,20629,23989,17572,15827,13315,7249,12979,65535,32215,25494,27574,384,32920,18516,27366,65535
2.957,19012,23733,16195,14851,16484,7745,13715,65535,32311,24517,25142,384,32439,18996,28070,65535
2.987,20372,23493,19668,13667,16836,9378,14163,65535,32551,24469,26646,368,32984,16932,26726,65535
3.017,21205,22805,18004,15587,13715,432,13987,65535,32455,24389,25174,352,32039,17956,27158,65503
3.047,21045,25926,19076,17332,11986,3664,14211,65535,32087,24934,23957,384,32295,19236,27990,65535
3.078,21173,26198,19204,17316,14563,4305,13635,65535,32215,24774,21301,368,32535,15459,28518,65535
3.10901,21221,26070,19028,17844,15763,352,13795,65535,31911,24229,23237,368,32455,16147,28823,65535
3.13901,20965,25494,18052,16596,16163,1520,12419,65535,33512,22309,23509,384,33304,12323,29847,65535
3.16901,20276,23541,19060,13011,15171,352,12274,65535,31463,22117,23077,368,32663,400,29863,65535
3.19901,19940,23509,20693,9954,15331,352,11618,65535,32904,16916,23557,352,33352,352,30055,65535
3.229,18052,23845,21333,10402,15443,368,336,65535,28614,12563,16948,352,33768,352,30535,65535
3.26001,19892,23877,19908,9010,14435,352,352,65535,28871,9634,17732,352,33768,352,28198,65535
3.29102,18356,21637,19252,5009,13891,352,352,65535,26918,9234,11682,352,32087,368,26438,65535
3.32101,15155,17956,17668,2752,14787,352,352,65535,23429,7473,6081,368,29607,352,24886,65535
3.35001,8978,736,12579,1072,2480,352,352,65535,11906,656,19300,384,27926,352,13955,65535
3.38,14467,3456,3776,1600,1696,336,2624,65535,11474,4064,16964,352,24966,352,8177,65535
3.41101,6113,400,960,1760,2368,352,2896,65535,10066,6961,18180,352,29063,368,7505,65535
3.44101,384,352,416,2464,2592,352,2576,65535,7745,7841,16067,352,25782,352,2224,65535
3.47101,368,352,2752,2896,1232,352,352,65535,384,8482,15587,336,20436,352,2272,65535
3.50101,2656,352,1792,2016,2240,352,352,65535,368,6625,16788,352,18212,352,1344,65535
3.53101,384,352,4417,1824,2656,352,352,65535,384,8145,16420,352,22197,4513,2320,65503
3.561,368,352,4641,1504,3904,352,352,65535,368,7489,15699,352,18228,11010,2816,65535
3.591,384,352,5649,1968,4000,336,352,65535,352,5841,16339,352,20164,352,3744,65535
3.62201,384,352,4993,1424,4321,352,352,65535,384,6049,16067,352,20036,352,3344,65535
3.65201,352,352,4417,1408,4289,352,352,65535,368,6721,16227,368,18468,352,3360,65535
3.681,3072,352,4577,1376,2784,352,352,65535,384,4961,16516,352,18948,368,2128,65535
3.711,2832,352,4865,1408,3040,352,352,65535,352,7313,17396,352,18820,352,2000,65535
3.741,3360,352,4000,1424,2560,352,352,65535,368,6817,18004,352,19620,352,2400,65535
3.772,1920,352,3776,1872,2560,352,352,65535,368,5681,16564,352,18868,352,3168,65535
3.802,384,352,3376,1744,2464,352,4513,65535,352,6241,16692,352,19108,352,3152,65535
3.83301,384,352,5681,1920,2464,352,4929,65535,384,7057,15507,352,18148,352,3504,65535
3.86301,2272,336,3072,1776,2512,352,4481,65535,384,6929,15539,6049,19684,352,3888,65535
3.892,2800,336,1968,1824,1808,352,352,65535,3120,5025,16452,352,32471,352,1120,65535
3.922,416,352,6833,1696,352,352,352,65535,24469,6241,15331,352,32711,336,1824,368
3.95401,16516,352,10386,912,13363,352,352,65535,28983,368,22549,384,32039,3552,8930,65535
3.991,18708,7361,5553,1040,14259,496,13507,65535,30951,368,25894,384,31463,9282,7777,65535
4.021,18580,352,8322,960,10946,416,15475,65535,33944,592,28646,384,31783,5457,6353,65535
4.05002,19604,384,11282,1104,15875,2448,15395,65535,33352,9026,28006,384,33864,11698,21413,65535
4.08102,19508,9218,14083,976,13795,4913,13779,65535,33048,14115,23141,432,31991,11330,19748,65535
4.11102,20164,21861,13955,4097,13411,6913,14835,65535,31495,15715,23333,464,33512,13427,24966,65535
4.14102,18708,23877,17700,6801,14387,5825,13011,65535,32663,16532,24565,480,33624,14947,24630,65535
4.172,20420,23653,16660,4064,14691,2752,11170,65535,33336,16804,26854,368,32423,14131,24085,65535
4.20203,20356,21397,16820,1824,11426,2176,8850,65535,32695,15779,26758,384,32359,15747,21957,65535
4.23203,20677,8674,9458,1408,7985,784,9858,65535,30951,13859,27718,384,31927,14883,23989,65535
4.26202,23365,5889,11234,2736,12483,7569,13747,65535,34008,13155,28246,384,32263,18148,21669,65535
4.293,22149,5249,12931,2992,12002,2304,13283,65535,35256,16019,27174,368,31959,16676,23269,65535
4.32401,22741,3568,17604,2112,7841,864,10034,65535,37033,16195,23541,352,32327,15139,20164,65535
4.354,24421,8017,13683,2960,14467,400,9666,65535,37257,14371,25046,368,32840,12835,22469,65535
4.384,21717,9554,15747,1328,13971,1472,7617,65535,36985,13891,27238,384,31127,13475,22245,65535
4.414,21045,10386,14547,1552,13091,1808,13203,65535,37033,12242,26774,384,32872,17732,24565,65535
4.44501,21237,10386,14099,1344,14803,1152,14387,65535,37689,12531,26550,352,30903,19892,22341,65535
4.47501,21605,9922,9378,2208,15139,352,12082,65535,36568,13987,26054,368,31383,9666,17508,65535
4.505,23109,11730,10162,2112,13795,384,9506,65535,35096,13443,28695,368,31623,8210,16980,65535
4.535,24069,11698,12050,2432,14659,544,7681,65535,36616,13507,25862,368,32439,10738,21781,65535
4.565,24565,10562,14275,2832,13171,2464,7809,65535,36760,13155,29543,368,29623,8418,18020,65535
4.595,24902,7857,8402,1232,12851,2880,10690,65535,36776,16051,29543,384,31591,11458,13059,65503
4.62601,23893,8145,11202,1168,14611,1856,10962,65535,36776,15027,28646,368,32984,9474,17972,65535
4.65701,23877,352,12274,1296,14451,2352,9250,65535,36440,8338,28679,352,32423,7553,13955,65535
4.686,23125,4177,11010,1584,12899,2064,8754,65535,35912,12210,28646,352,32359,5601,16035,65535
4.716,22341,8530,12018,1280,11234,1952,9314,65535,34776,7105,27862,384,31287,3200,18132,65535
4.74701,20308,7361,12419,1488,3984,352,352,65535,28759,6017,24325,352,29687,352,18324,65535
4.77802,10754,5217,6753,1968,352,352,352,65535,12339,352,16612,352,31767,352,15587,65535
4.80801,384,3264,6961,2480,352,352,352,65535,11954,352,16836,352,23477,352,1552,65535
4.83801,1808,352,4273,1760,352,352,352,65535,9314,352,17188,352,24469,352,3152,65535
4.86801,384,352,7521,1088,336,352,352,65535,9234,352,16852,352,21621,352,1536,65535
4.89801,384,1584,6321,1104,2560,352,352,65535,384,352,15299,352,17572,336,352,65535
4.92801,400,1248,4481,960,3072,352,336,65535,384,336,16307,368,17828,352,352,65535
4.95801,2128,1872,5601,2208,2704,352,336,65535,512,352,16564,352,17556,352,1872,65535
4.98901,2752,1856,5521,2304,3504,352,352,65535,2320,2048,16692,352,17988,352,1344,65535
5.01901,368,1968,5137,2544,3568,336,352,65535,3136,352,17076,352,18948,368,2080,65535
5.048,384,1888,5249,2688,3232,352,336,65535,2960,336,16772,352,18980,352,1568,65535
5.07901,384,1392,2624,2304,3728,352,336,65535,368,352,16179,352,19092,368,1904,65535
5.10901,3088,1888,4641,2480,3728,336,352,65535,384,352,15955,352,18692,352,1216,65535
5.13901,4641,1040,3600,2752,3728,352,352,65535,3168,352,16612,352,18708,352,1936,65535
5.16901,2528,1200,5249,1808,3104,352,336,65535,704,352,15971,352,19924,368,2496,65535
5.20001,384,1024,3248,1200,3376,336,352,65535,368,336,16227,6145,19492,352,1472,65535
5.23001,384,1456,6945,1616,2944,352,352,65535,4417,352,17844,352,21941,4705,2240,65535
5.259,11778,7201,10706,1728,6065,752,352,65535,9010,352,21029,352,24197,10194,6081,65535
5.29001,15011,512,8770,2368,6017,1536,352,65535,20276,352,21381,352,23717,8194,7361,65535
5.32101,18820,352,12355,2320,8722,352,10402,65535,23061,352,23861,368,25286,7713,8882,65535
5.35001,19732,384,12515,2992,9890,352,11650,65535,27222,11810,24870,368,27622,7633,17300,65535
5.38,19908,7601,10690,4161,13027,432,12723,65535,29991,12963,25654,352,32199,8145,23029,65519
5.41101,21221,20148,12210,8177,15763,560,13043,65535,31623,15987,25078,384,31783,5329,24565,65535
5.44,19860,24245,15731,8882,15427,400,14115,65535,30775,16484,25462,384,32151,6993,26662,65535
5.47702,19684,24069,16131,9378,14227,6081,13779,65535,33320,16772,25702,384,32567,11314,26150,65535
5.50702,22485,20308,15027,8466,15251,6849,13987,65535,33368,16131,24325,368,33464,14307,26630,65535
5.53802,22597,22245,17364,7889,14243,7185,13827,65535,35240,16291,26886,352,32647,14707,26374,65535
5.56802,23925,21301,18212,6673,13699,10690,13795,65535,34200,16003,26934,368,31751,13795,26566,65535
5.59802,25094,21733,15651,5489,11698,9042,19780,65535,33304,15939,25798,384,33304,13155,26310,65535
5.62701,24966,21157,12226,4225,13491,8498,14035,65535,32583,16548,27478,384,33304,14227,25862,65535
5.66101,26646,24117,10370,5169,11938,7585,14691,65535,33128,16003,28454,384,33576,15299,26406,65535
5.69,25558,20981,15123,6625,16644,1904,13315,65535,33736,16404,30311,384,33944,16179,25926,65535
5.72,24838,16996,16900,4961,12899,544,14131,65535,34696,17044,29415,368,33064,16115,25078,65535
5.75,26774,12931,13459,2224,17092,544,14291,65535,34024,15971,28662,368,33048,17348,24565,65535
5.78,25894,13363,12483,2208,12947,608,14803,65535,33480,13875,28326,384,33048,18980,23125,65535
5.819,20789,4129,11026,1328,14931,4048,14099,65535,32535,11778,26134,368,31047,18852,17684,65535
5.849,24325,5089,11538,1472,15107,4401,14387,65535,31975,12963,25766,352,30903,15891,14771,65535
5.879,23477,3376,8450,448,12162,4241,15187,65535,29031,9042,25238,352,30103,16452,8402,65535
5.91,20420,6449,1504,1632,10274,2976,13635,65535,27782,8658,25446,368,24630,17876,6753,65535
5.94,18964,3568,4849,544,1856,352,352,65535,19220,7809,21253,352,19220,352,12675,65535
5.97,5681,352,5377,1840,5793,352,352,65535,10386,1472,15651,352,18436,368,8177,65535
6.0,3920,352,336,2016,1376,336,352,65535,9538,2352,19252,368,17892,352,5729,65535
6.03101,384,352,672,2128,1552,352,336,65535,5601,2752,19972,368,15875,352,5249,352
6.06,336,352,3792,2112,1408,336,336,65535,2384,3760,21061,352,17828,352,5425,65535
6.09,368,352,5553,2176,2080,352,352,65535,6385,4625,19348,352,16243,352,4817,65535
6.121,544,352,4529,2224,1792,336,352,65535,6673,2944,18788,352,17172,336,5297,65535
6.15201,384,352,3984,2336,2336,352,352,65535,6049,4193,17252,352,18932,352,5601,65535
6.181,3232,352,3072,2336,2544,352,352,65535,6881,3744,18196,352,20404,352,5297,65535
6.211,384,352,6161,2496,3200,352,352,65535,5873,3776,19028,352,19332,352,5441,65535
6.242,368,352,3904,2544,2976,352,352,65535,5121,4193,20292,368,18900,352,5169,65535
6.272,384,352,5041,2400,3424,352,352,65535,3488,5761,19524,352,18356,352,4913,65535
6.30103,384,352,4753,2384,3296,352,352,65535,384,6977,16596,352,15987,352,5361,65535
6.332,384,352,6097,2272,3488,352,352,65535,3744,4865,17604,352,18324,368,3904,65535
6.362,384,352,4321,2304,2144,336,352,65535,14595,3776,17172,352,27526,352,3392,65535
6.392,3024,352,1168,1872,352,352,336,65535,15891,3264,16660,352,29735,352,3136,65535
6.422,3040,352,5745,2016,352,352,352,65535,26166,352,15011,352,33032,352,7489,65535
6.45203,16644,6673,10722,1248,6689,352,352,65535,28294,352,17716,352,32776,368,17988,65535
6.48203,18516,1344,13699,2448,13747,352,336,65535,31175,13203,21765,384,32183,384,24662,65535
6.513,21205,23733,16484,8450,16644,352,13539,65535,32952,16035,22373,368,34248,2272,27478,65535
6.543,22901,25526,19876,10370,16019,640,13987,65535,34040,19588,23365,352,35128,2016,30919,65535
6.57401,23061,23797,21653,11442,16115,7649,17028,65535,34776,24245,28807,368,35432,384,34424,65535
6.603,23653,23957,24485,19284,19668,3712,18004,65535,37241,25686,28310,384,36696,17044,36504,65535
6.63303,23125,27526,24902,21141,20244,3632,21077,65535,36488,25414,29335,384,37801,14595,36360,65535
6.66501,24549,28630,24229,24117,21461,4032,23557,65535,38377,25990,29159,352,37001,19236,35544,65535
6.69501,25014,29847,25126,25542,20485,10258,23877,65535,38169,28566,29399,384,36552,8546,36392,65535
6.72501,28679,29847,21605,30295,20901,14515,26374,65535,38089,27462,32583,384,37049,12867,35608,65535
6.755,27526,31335,18612,29367,17812,4769,21573,65535,37465,26822,32183,384,33816,18196,33384,65535
